,,,,mean,mean,mean,MG,inst_acc
Qwen3-VL (2B),456.0,fine-grained perception,recognition,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),457.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),458.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),459.0,fine-grained perception,recognition,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),460.0,fine-grained perception,object counting,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),461.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),462.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),463.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),464.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),465.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),466.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),467.0,fine-grained perception,object counting,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),468.0,fine-grained perception,object counting,0.0,100.0,0.0,0.0,-100.0
Qwen3-VL (2B),469.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),470.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),471.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),472.0,fine-grained perception,recognition,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),473.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),474.0,fine-grained perception,recognition,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),475.0,fine-grained perception,recognition,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),476.0,fine-grained perception,object counting,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),477.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),478.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),479.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),480.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),481.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),482.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),483.0,fine-grained perception,recognition,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),484.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),485.0,fine-grained perception,recognition,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),486.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),487.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),488.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),489.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),490.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),491.0,fine-grained perception,localization,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),492.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),493.0,fine-grained perception,localization,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),494.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),495.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),496.0,fine-grained perception,recognition,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),497.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),498.0,fine-grained perception,recognition,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),499.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),500.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),501.0,instance reasoning,single-instance reasoning,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),502.0,instance reasoning,cross-instance relation reasoning,0.0,100.0,0.0,0.0,-100.0
Qwen3-VL (2B),503.0,instance reasoning,cross-instance attribute reasoning,0.0,100.0,100.0,-100.0,0.0
Qwen3-VL (2B),504.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),505.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),506.0,instance reasoning,cross-instance attribute reasoning,0.0,100.0,100.0,-100.0,0.0
Qwen3-VL (2B),507.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),508.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),509.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),510.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),511.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),512.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),513.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),514.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),515.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),516.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),517.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),518.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),519.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),520.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),521.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),522.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),523.0,instance reasoning,single-instance reasoning,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),524.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),525.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),526.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),527.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),528.0,instance reasoning,single-instance reasoning,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),529.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),530.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),531.0,instance reasoning,single-instance reasoning,0.0,100.0,100.0,-100.0,0.0
Qwen3-VL (2B),532.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),533.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),534.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),535.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),536.0,instance reasoning,cross-instance attribute reasoning,0.0,100.0,100.0,-100.0,0.0
Qwen3-VL (2B),537.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),538.0,instance reasoning,single-instance reasoning,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),539.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),540.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),541.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),542.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),543.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),544.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),545.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),546.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),547.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),548.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),549.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),550.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),551.0,instance reasoning,cross-instance attribute reasoning,0.0,100.0,0.0,0.0,-100.0
Qwen3-VL (2B),552.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),553.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),554.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),555.0,instance reasoning,single-instance reasoning,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),556.0,instance reasoning,cross-instance attribute reasoning,0.0,100.0,100.0,-100.0,0.0
Qwen3-VL (2B),557.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),558.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),559.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),560.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),561.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),562.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),563.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),564.0,instance reasoning,single-instance reasoning,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),565.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),566.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),567.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),568.0,instance reasoning,cross-instance relation reasoning,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),569.0,instance reasoning,single-instance reasoning,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),570.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),571.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),572.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),573.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),574.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),575.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),576.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),577.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),578.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),579.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),580.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),581.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),582.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),583.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),584.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),585.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),586.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),587.0,instance reasoning,cross-instance attribute reasoning,0.0,100.0,100.0,-100.0,0.0
Qwen3-VL (2B),588.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),589.0,instance reasoning,cross-instance relation reasoning,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),590.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),591.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),592.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),593.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),594.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),595.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),596.0,instance reasoning,cross-instance relation reasoning,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),597.0,instance reasoning,cross-instance relation reasoning,0.0,100.0,100.0,-100.0,0.0
Qwen3-VL (2B),598.0,instance reasoning,single-instance reasoning,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),599.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),600.0,instance reasoning,cross-instance relation reasoning,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),601.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),602.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),603.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),604.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),605.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),606.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),607.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),608.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),609.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),610.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),611.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),612.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),613.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),614.0,instance reasoning,single-instance reasoning,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),615.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),616.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),617.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),618.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),619.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),620.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),621.0,instance reasoning,cross-instance relation reasoning,0.0,100.0,0.0,0.0,-100.0
Qwen3-VL (2B),622.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),623.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),624.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),625.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),626.0,instance reasoning,single-instance reasoning,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),627.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),628.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),629.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),630.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),631.0,instance reasoning,cross-instance relation reasoning,0.0,100.0,100.0,-100.0,0.0
Qwen3-VL (2B),632.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),633.0,instance reasoning,single-instance reasoning,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),634.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),635.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),636.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),637.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),638.0,instance reasoning,single-instance reasoning,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),639.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),640.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),641.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),642.0,instance reasoning,cross-instance relation reasoning,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),643.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),644.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),645.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),646.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),647.0,instance reasoning,cross-instance relation reasoning,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),648.0,instance reasoning,single-instance reasoning,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),649.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),650.0,instance reasoning,single-instance reasoning,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),651.0,instance reasoning,cross-instance relation reasoning,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),652.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),653.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),654.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),655.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),656.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),657.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),658.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),659.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),660.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),661.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),662.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),663.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),664.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),665.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),666.0,instance reasoning,cross-instance relation reasoning,0.0,100.0,100.0,-100.0,0.0
Qwen3-VL (2B),667.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),668.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),669.0,instance reasoning,cross-instance attribute reasoning,0.0,100.0,0.0,0.0,-100.0
Qwen3-VL (2B),670.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),671.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),672.0,instance reasoning,cross-instance relation reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),673.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),674.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),675.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),676.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),677.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),678.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),679.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),680.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),681.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),682.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),683.0,instance reasoning,cross-instance attribute reasoning,0.0,100.0,0.0,0.0,-100.0
Qwen3-VL (2B),684.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),685.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),686.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
