,,,,mean,mean,mean,MG
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,295,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,296,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,297,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,298,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,299,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,300,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,301,fine-grained perception,object counting,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,302,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,303,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,304,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,305,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,306,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,307,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,308,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,309,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,310,fine-grained perception,object counting,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,311,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,312,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,313,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,314,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,315,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,316,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,317,fine-grained perception,localization,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,318,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,319,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,320,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,321,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,322,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,323,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,324,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,325,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,326,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,327,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,328,fine-grained perception,recognition,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,329,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,330,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,331,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,332,fine-grained perception,object counting,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,333,fine-grained perception,recognition,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,334,fine-grained perception,object counting,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,335,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,336,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,337,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,338,fine-grained perception,object counting,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,339,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,340,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,341,fine-grained perception,object counting,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,342,fine-grained perception,recognition,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,343,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,344,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,345,fine-grained perception,recognition,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,346,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,347,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,348,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,349,fine-grained perception,object counting,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,350,fine-grained perception,recognition,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,351,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,352,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,353,fine-grained perception,recognition,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,354,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,355,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,356,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,357,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,358,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,359,fine-grained perception,recognition,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,360,fine-grained perception,localization,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,361,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,362,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,363,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,364,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,365,fine-grained perception,object counting,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,366,fine-grained perception,localization,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,367,fine-grained perception,object counting,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,368,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,369,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,370,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,371,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,372,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,373,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,374,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,375,fine-grained perception,object counting,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,376,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,377,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,378,fine-grained perception,recognition,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,379,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,380,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,381,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,382,fine-grained perception,object counting,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,383,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,384,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,385,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,386,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,387,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,388,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,389,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,390,fine-grained perception,localization,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,391,fine-grained perception,object counting,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,392,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,393,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,394,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,395,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,396,fine-grained perception,recognition,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,397,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,398,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,399,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,400,fine-grained perception,recognition,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,401,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,402,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,403,fine-grained perception,object counting,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,404,fine-grained perception,object counting,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,405,fine-grained perception,localization,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,406,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,407,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,408,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,409,fine-grained perception,localization,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,410,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,411,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,412,fine-grained perception,object counting,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,413,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,414,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,415,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,416,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,417,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,418,fine-grained perception,object counting,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,419,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,420,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,421,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,422,fine-grained perception,object counting,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,423,fine-grained perception,localization,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,424,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,425,fine-grained perception,object counting,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,426,fine-grained perception,localization,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,427,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,428,fine-grained perception,object counting,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,429,fine-grained perception,localization,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,430,fine-grained perception,object counting,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,431,fine-grained perception,recognition,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,432,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,433,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,434,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,435,fine-grained perception,object counting,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,436,fine-grained perception,object counting,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,437,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,438,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,439,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,440,fine-grained perception,recognition,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,441,fine-grained perception,recognition,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,442,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,443,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,444,fine-grained perception,localization,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,445,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,446,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,447,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,448,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,449,fine-grained perception,localization,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,450,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,451,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,452,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,453,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,454,fine-grained perception,localization,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,455,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,456,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,457,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,458,fine-grained perception,object counting,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,459,fine-grained perception,recognition,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,460,fine-grained perception,object counting,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,461,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,462,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,463,fine-grained perception,object counting,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,464,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,465,fine-grained perception,object counting,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,466,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,467,fine-grained perception,object counting,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,468,fine-grained perception,object counting,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,469,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,470,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,471,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,472,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,473,fine-grained perception,object counting,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,474,fine-grained perception,recognition,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,475,fine-grained perception,recognition,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,476,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,477,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,478,fine-grained perception,object counting,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,479,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,480,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,481,fine-grained perception,localization,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,482,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,483,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,484,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,485,fine-grained perception,recognition,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,486,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,487,fine-grained perception,recognition,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,488,fine-grained perception,localization,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,489,fine-grained perception,object counting,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,490,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,491,fine-grained perception,localization,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,492,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,493,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,494,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,495,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,496,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,497,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,498,fine-grained perception,recognition,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,499,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,500,instance reasoning,cross-instance attribute reasoning,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,501,instance reasoning,single-instance reasoning,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,502,instance reasoning,cross-instance relation reasoning,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,503,instance reasoning,cross-instance attribute reasoning,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,504,instance reasoning,cross-instance relation reasoning,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,505,instance reasoning,cross-instance attribute reasoning,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,506,instance reasoning,cross-instance attribute reasoning,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,507,instance reasoning,cross-instance attribute reasoning,0.0,,0.0,0.0
